"","Name","Locale","Remarks","Date","Country","Year"
"1052","Hillary Rodham Clinton","Paris","Attended a Summit Meeting on the Libyan Crisis.","March 19, 2011","France","2011"
"1053","Hillary Rodham Clinton","Paris","Attended the 5oth Anniversary OECD Ministerial Meeting. Inaugurated UNESCO’s Global Partnership for Girls’ and Women’s Education.","May 25–26, 2011","France","2011"
"1054","Hillary Rodham Clinton","Paris","Attended a meeting of the Contact Group on Libya.","September 1, 2011","France","2011"
"1055","Hillary Rodham Clinton","Paris","Attended an ad hoc ministerial meeting on Syria.","April 19, 2012","France","2012"
"1056","Hillary Rodham Clinton","Paris","Met with President Francois Hollande, Foreign Minister Laurent Fabius, Syrian opposition leaders, and Palestinian Authority President Mahmoud Abbas. Attended a Friends of the Syrian People Ministerial Meeting.","July 6–7, 2012","France","2012"
"1057","John Forbes Kerry","Paris","Met with President Francois Hollande and Foreign Minister Laurent Fabius. Discussed the situation in Mali.","February 27, 2013","France","2013"
"1058","John Forbes Kerry","Paris","Met with Foreign Minister Laurent Fabius and addressed French business leaders.","March 26–27, 2013","France","2013"
"1059","John Forbes Kerry","Paris","Met with French Foreign Minister Laurent Fabius and Russian Foreign Minister Sergey Lavrov.","May 27–28, 2013","France","2013"
"1060","John Forbes Kerry","Paris","Met with Foreign Minister Laurent Fabius and the Ministerial Delegation of the Arab Peace Initiative.","September 7–8, 2013","France","2013"
"1061","John Forbes Kerry","Paris","Met with President Francois Hollande, Foreign Minister Laurent Fabius, British Foreign Secretary William Hague, Turkish Foreign Minister Ahmet Davutoglu, and Saudi Foreign Minister Saud al-Faisal.","September 16, 2013","France","2013"
"1062","John Forbes Kerry","Paris","Met with members of the Arab Peace Initiative Follow-up Committee, Saudi Foreign Minister Saud al-Faisal, Foreign Minister Laurent Fabius, and members of the Syrian Opposition Coalition.","October 21–22, 2013","France","2013"
"1063","John Forbes Kerry","Paris","Attended the London 11 Ministerial Meeting and the Arab Peace Initiative Follow-up Committee Meeting. Met with Russian Foreign Minister Sergei Lavrov.","January 12–14, 2014","France","2014"
"1064","John Forbes Kerry","Paris","Met with Foreign Minister Laurent Fabius, Palestinian Authority President Mahmoud Abbas, and Jordanian Foreign Minister Nasser Judeh.","February 19–20, 2014","France","2014"
"1065","John Forbes Kerry","Paris","Attended the Budapest Memorandum Ministerial Meeting and a meeting of the International Support Group for Lebanon.","March 5, 2014","France","2014"
"1066","John Forbes Kerry","Paris","Met with Foreign Minister Laurent Fabius and Russian Foreign Minister Sergei Lavrov.","March 29–30, 2014","France","2014"
"1067","John Forbes Kerry","Paris, Normandy, St. Briac","Accompanied President Obama. Took part in commemorations of the 70th anniversary of the Normandy invasion.","June 5–7, 2014","France","2014"
"1068","John Forbes Kerry","Paris","Met with Foreign Minister Laurent Fabius and with the Foreign Ministers of Israel, Saudi Arabia, the United Arab Emirates, and Jordan.","June 26–27, 2014","France","2014"
"1069","John Forbes Kerry","Paris","Met with the Foreign Ministers of France, the United Kingdom, Germany, Italy, Qatar, and Turkey.","July 25–26, 2014","France","2014"
"1070","John Forbes Kerry","Paris","Attended the International Conference on Peace and Security in Iraq.","September 14–15, 2014","France","2014"
"1071","John Forbes Kerry","Paris","Met with Foreign Minister Laurent Fabius, Russian Foreign Minister Sergei Lavrov, and Libyan Foreign Minister Mohammed al-Dairi.","October 13–14, 2014","France","2014"
"1072","John Forbes Kerry","Paris","Met with Foreign Minister Laurent Fabius, Jordanian Foreign Minister Nasser Judeh and Quartet Representative Tony Blair.","November 4–6, 2014","France","2014"
"1073","John Forbes Kerry","Paris","Met with the EU3 Foreign Ministers.","December 15, 2014","France","2014"
"1074","John Forbes Kerry","Paris","Met with President Francois Hollande, Foreign Minister Laurent Fabius, Mayor Anne Hidlago, and Iranian Foreign Minister Mohammed Javad Zarif.","January 16, 2015","France","2015"
"1075","John Forbes Kerry","Paris","Met with the Foreign Ministers of France, Germany, and the United Kingdom, and with EU High Representative Federica Mogherini.","March 7, 2015","France","2015"
"1076","John Forbes Kerry","Paris","Attended ceremonies commemorating the 70th anniversary of VE-Day, Met with Foreign Minister Laurent Fabius and with the Gulf Cooperation Council Foreign Ministers.","May 8, 2015","France","2015"
"1077","John Forbes Kerry","Paris","Addressed the UNESCO Executive Board.","October 18, 2015","France","2015"
"1078","John Forbes Kerry","Paris","Met with President Francois Hollande and Foreign Minister Laurent Fabius.","November 16–17, 2015","France","2015"
"1079","John Forbes Kerry","Paris","Attended the UN Climate Change Summit and met with Egyptian Foreign Minister Sameh Shoukry.","December 1, 2015","France","2015"
"1080","John Forbes Kerry","Paris","Attended the UN Climate Change Summit.","December 8–12, 2015","France","2015"
"1081","John Forbes Kerry","Paris","Attended a Ministerial Meeting on Syria.","December 14, 2015","France","2015"
"1082","John Forbes Kerry","Paris","Met with the Foreign Ministers of France, Germany, Italy, and the United Kingdom, and with EU High Representative Mogherini.","March 12–13, 2016","France","2016"
"1083","John Forbes Kerry","Paris","Met with Foreign Minister Jean-Marc Ayrault.","May 9–10, 2016","France","2016"
"1084","John Forbes Kerry","Paris","Attended a French-hosted ministerial meeting on Middle East peace, and discussed the Counter-ISIL Coalition ‘s efforts with Foreign Minister Jean-Marc Ayrault.","June 2–4, 2016","France","2016"
"1085","John Forbes Kerry","Paris","Attended Bastille Day celebrations.","July 13–14, 2016","France","2016"
"1086","John Forbes Kerry","Paris","Met with Palestinian Authority President Mahmoud Abbas.","July 22–24, 2016","France","2016"
"1087","John Forbes Kerry","Paris","Met with Foreign Minister Jean-Marc Ayrault and Palestinian Authority President Mahmoud Abbas.","July 29–31, 2016","France","2016"
"1088","John Forbes Kerry","Paris","Discussed the Syrian conflict with the Foreign Ministers of France, Germany, and Qatar. Received the Legion of Honor.","December 8–11, 2016","France","2016"
"1089","John Forbes Kerry","Paris","Attended a Middle East Peace Conference.","January 15, 2017","France","2017"
"1090","Rex W. Tillerson","Paris","Attended the International Support Group for Lebanon Ministerial Meeting and met with President Emmanuel Macron and Foreign Minister Jean-Yves Le Drian.","December 8, 2017","France","2017"
"1091","Rex W. Tillerson","Paris","Met with senior French officials and attended the launch of the International Partnership against Impunity for the Use of Chemical Weapons.","January 23–24, 2018","France","2018"
"1092","Michael R. Pompeo","Paris","Joined President Trump in commemorating the 100th anniversary of the end of the WWI. Also participated in the President’s meeting with French President Emmanuel Macron.","November 10–11, 2018","France","2018"
"1093","Michael R. Pompeo","Paris","Met with President Macron and Foreign Minister Le Drian.","November 13–16, 2020","France","2020"
"1094","Colin Luther Powell","Libreville","Met with President Bongo and Foreign Minister Ping. Visited Pongara National Park.","September 5–6, 2002","Gabon","2002"
"1095","James Addison Baker","Tblisi","Met with State Council Chairman Shevardnadze and Prime Minister Sigua.","May 25–26, 1992","Georgia","1992"
"1096","Colin Luther Powell","Tbilisi","Attended the inauguration of President Saakashvili and met with former President Shevardnadze.","January 24–25, 2004","Georgia","2004"
"1097","Condoleezza Rice","Tblisi","Accompanied President Bush.","May 9–10, 2005","Georgia","2005"
"1098","Condoleezza Rice","Tbilisi","Met with President Saakashvili.","July 9–10, 2008","Georgia","2008"
"1099","Condoleezza Rice","Tbilisi","Met with President Saakashvili and Foreign Minister Tkeselashvili.","August 15, 2008","Georgia","2008"
"1100","Hillary Rodham Clinton","Tbilisi","Met with President Saakashvili, Foreign Minister Vashadze, and political and civil leaders.","July 5, 2010","Georgia","2010"
"1101","Hillary Rodham Clinton","Batumi","Met with President Mikheil Saakashvili and Prime Minister Nika Gilauri. Opened the omnibus session of the U.S.-Georgia Strategic Partnership Commission.","June 5–6, 2012","Georgia","2012"
"1102","John Forbes Kerry","Tbilisi","Met with President Giorgi Margvelashvili and Prime Minister Giorgi Kirivikashvili and co-chaired a meeting of the U.S.-Georgia Strategic Partnership Commission.","July 6–7, 2016","Georgia","2016"
"1103","Michael R. Pompeo","Tbilisi","Met with President Zourabichvili, Prime Minister Gakharia, and Foreign Minister Zalkaliani. Also met with Patriarch of the Georgian Orthodox Church, Hi Holiness Ilia II.","November 17–18, 2020","Georgia","2020"
"1104","James Addison Baker","Potsdam","Met with East German Prime Minister Modrow and with religious leaders.","December 12, 1989","german-democratic-republic","1989"
"1105","James Addison Baker","East Berlin","Attended Two-Plus-Four Foreign Ministers Meeting.","June 20–22, 1990","german-democratic-republic","1990"
"1106","John Milton Hay","Nauheim","Vacation trip for health reasons.","April 30–May 21, 1905","Germany","1905"
"1107","Charles Evans Hughes","Berlin","Met with President Ebert and Foreign Minister Stresemann. Returned to U.S. August 14.","August 3–4, 1924","Germany","1924"
"1108","Henry Lewis Stimson","Berlin","Met with President von Hindenburg and senior German officials.","July 25–27, 1931","Germany","1931"
"1109","James Francis Byrnes","Potsdam","Accompanied President Truman to the Tripartite Conference of Berlin (Potsdam Conference).","July 17–25, 1945","Germany","1945"
"1110","George Catlett Marshall","West Berlin","Conferred with U.S. military government officials.","March 7–9, 1947","Germany","1947"
"1111","George Catlett Marshall","West Berlin","Held a press conference while returning to U.S. Returned April 26.","April 25, 1947","Germany","1947"
"1112","Dean Gooderham Acheson","Frankfurt, Bonn","Met with President Heuss and Chancellor Adenauer.","November 11–13, 1949","Germany","1949"
"1113","Dean Gooderham Acheson","Berlin","Met with West Berlin officials and the commandants of the occupation sectors. Briefly visited East Berlin.","November 14, 1949","Germany","1949"
"1114","Dean Gooderham Acheson","Bonn","Signed Bonn Agreements providing for West German membership in NATO and the European Defense Community.","May 23–26, 1952","Germany","1952"
"1115","Dean Gooderham Acheson","West Berlin","Spoke at cornerstone laying for the American Memorial Library.","June 29, 1952","Germany","1952"
"1116","John Foster Dulles","Bonn","Met with President Heuss and Chancellor Adenauer.","February 5–6, 1953","Germany","1953"
"1117","John Foster Dulles","Berlin","Attended Big Four Foreign Ministers Meeting. Sessions of February 1-6, 15, and 17 were held in East Berlin.","January 22–February 18, 1954","Germany","1954"
"1118","John Foster Dulles","Bonn","Met with Chancellor Adenauer.","February 18, 1954","Germany","1954"
"1119","John Foster Dulles","Bonn","Met with Chancellor Adenauer.","September 16–17, 1954","Germany","1954"
"1120","John Foster Dulles","Bonn","Attended NATO Ministerial Meeting.","May 2–4, 1957","Germany","1957"
"1121","John Foster Dulles","West Berlin","Met with city and U.S. officials.","May 8, 1958","Germany","1958"
"1122","John Foster Dulles","Bonn","Met with Chancellor Adenauer on way to meeting of the Baghdad Pact.","July 26, 1958","Germany","1958"
"1123","John Foster Dulles","Bonn","Met with Chancellor Adenauer and Foreign Minister Von Brentano.","February 7–8, 1959","Germany","1959"
"1124","Christian Archibald Herter","West Berlin","Dedicated John Foster Allee.","July 25, 1959","Germany","1959"
"1125","Christian Archibald Herter","Bonn","Accompanied President Eisenhower to a meeting with Chancellor Adenauer.","August 26–27, 1959","Germany","1959"
"1126","David Dean Rusk","West Berlin","Met with Mayor Brandt and signed city's Golden Book.","June 21, 1962","Germany","1962"
